English (en),Italian (it),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
luxurious,lussuoso,1,0,0,0,0,0,1,0,0,0
luxury,lusso,1,0,0,0,0,0,1,0,0,0
lying,dire bugie,0,1,1,0,1,0,0,0,0,0
lymph,linfa,0,0,0,0,0,0,0,0,0,0
lymphatic,linfatico,0,0,0,0,0,0,0,0,0,0
lynch,linciare,0,1,1,0,1,1,0,1,0,0
lynx,lince,0,0,0,0,0,0,0,0,0,0
lyre,lira,1,0,0,0,0,0,1,0,0,0
lyric,lirica,0,0,0,0,0,0,0,0,0,0
lyrical,lirico,1,0,0,0,0,0,1,0,0,0
mace,Mazza,0,1,0,0,0,1,0,0,0,0
machine,macchina,0,0,0,0,0,0,0,0,0,1
machinery,macchinario,0,0,0,0,0,0,0,0,0,0
machinist,macchinista,0,0,0,0,0,0,0,0,0,0
mackerel,sgombro,0,0,0,0,0,0,0,0,0,0
mad,pazzo,0,1,1,0,1,1,0,1,0,0
madam,signora,0,0,0,0,0,0,0,0,0,0
madame,madame,0,0,0,0,0,0,0,0,0,0
madden,impazzire,0,1,1,0,0,1,0,0,0,0
madman,pazzo,0,1,1,0,0,1,0,0,0,0
madness,follia,0,1,1,0,0,1,0,0,0,0
mafia,mafia,0,1,0,0,0,1,0,0,0,0
magazine,rivista,0,0,0,0,0,0,0,0,0,0
mage,mage,0,0,0,0,0,1,0,0,0,0
magenta,magenta,0,0,0,0,0,0,0,0,0,0
maggot,verme,0,1,0,0,1,0,0,0,0,0
magic,Magia,0,0,0,0,0,0,0,0,0,0
magical,magico,1,0,0,1,0,0,1,0,1,0
magician,mago,0,0,0,0,0,0,0,0,1,0
magistrate,magistrato,0,0,0,0,0,0,0,0,0,0
magma,magma,0,0,0,0,0,0,0,0,0,0
magnate,magnate,0,0,0,0,0,0,0,0,0,0
magnet,magnete,1,0,0,0,0,0,0,0,0,1
magnetism,magnetismo,1,0,0,0,0,0,0,0,0,0
magnetite,magnetite,1,0,0,0,0,0,0,0,0,0
magnificence,magnificenza,1,0,0,1,0,0,1,0,0,1
magnificent,magnifico,1,0,0,1,0,0,1,0,1,1
magnifier,lente d'ingrandimento,0,0,0,0,0,0,0,0,0,0
magnify,ingrandire,0,0,0,0,0,0,0,0,0,0
magnitude,magnitudine,0,0,0,0,0,0,0,0,0,0
magpie,gazza,0,0,0,0,0,0,0,0,0,0
maid,domestica,0,0,0,0,0,0,0,0,0,0
maiden,nubile,1,0,0,0,0,0,0,0,0,0
mail,posta,0,0,0,1,0,0,0,0,0,0
main,principale,1,0,0,0,0,0,0,0,0,0
mainland,terraferma,0,0,0,0,0,0,0,0,0,0
mainstay,perno,1,0,0,0,0,0,0,0,0,1
maintenance,Manutenzione,0,0,0,0,0,0,0,0,0,1
majestic,maestoso,1,0,0,1,0,0,1,0,1,1
majesty,maestà,1,0,0,0,0,0,0,0,0,1
major,maggiore,1,0,0,0,0,0,0,0,0,0
majority,maggioranza,1,0,0,0,0,0,1,0,0,1
make,rendere,0,0,0,0,0,0,0,0,0,0
maker,creatore,0,0,0,0,0,0,0,0,0,0
makeshift,improvvisato,0,1,0,0,0,0,0,0,0,0
makeup,trucco,0,0,0,0,0,0,0,0,0,0
malady,malattia,0,1,0,0,0,0,0,0,0,0
malaise,malessere,0,1,0,0,0,0,0,1,0,0
malaria,malaria,0,1,0,0,1,1,0,1,0,0
male,maschio,0,0,0,0,0,0,0,0,0,0
malevolent,malevolo,0,1,1,0,1,1,0,1,0,0
malfeasance,misfatto,0,1,0,0,1,0,0,0,0,0
malformation,malformazione,0,1,0,0,0,0,0,0,0,0
malice,malizia,0,1,1,0,0,1,0,0,0,0
malicious,maligno,0,1,1,0,1,1,0,1,0,0
malign,maligno,0,1,1,0,1,0,0,0,0,0
malignancy,malignità,0,1,0,0,0,1,0,1,0,0
malignant,maligno,0,1,1,0,0,1,0,0,0,0
mall,centro commerciale,0,0,0,0,0,0,0,0,0,0
malleable,malleabile,0,0,0,0,0,0,0,0,0,0
mallet,maglio,0,0,0,0,0,0,0,0,0,0
malpractice,pratica illecita,0,1,1,0,0,0,0,0,0,0
mamma,NO TRANSLATION,0,0,0,0,0,0,0,0,0,1
mammal,mammifero,0,0,0,0,0,0,0,0,0,0
mammoth,mammut,0,0,0,0,0,0,0,0,0,0
man,uomo,0,0,0,0,0,0,0,0,0,0
manage,gestire,1,0,0,0,0,0,0,0,0,1
management,gestione,1,0,0,0,0,0,0,0,0,1
manager,manager,0,0,0,0,0,0,0,0,0,0
mandamus,mandamus,0,1,0,0,0,1,0,0,0,0
mandarin,mandarino,1,0,0,0,0,0,0,0,0,1
mandate,mandato,0,0,0,0,0,0,0,0,0,0
mandible,mandibola,0,0,0,0,0,0,0,0,0,0
mandolin,mandolino,0,0,0,0,0,0,0,0,0,0
mandrel,mandrino,0,0,0,0,0,0,0,0,0,0
mane,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
maneuver,manovra,0,0,0,0,0,0,0,0,0,0
maneuvering,manovra,0,0,0,0,0,0,0,0,0,0
mange,NO TRANSLATION,0,1,0,0,1,1,0,0,0,0
manger,mangiatoia,0,0,0,0,0,0,0,0,0,0
mangle,mangano,0,1,1,0,1,1,0,1,0,0
mango,Mango,0,0,0,0,0,0,0,0,0,0
mangosteen,mangostano,0,0,0,0,0,0,0,0,0,0
manhood,virilità,1,0,0,0,0,0,0,0,0,0
mania,mania,0,1,0,0,0,0,0,0,0,0
maniac,maniaco,0,1,1,0,0,1,0,0,0,0
maniacal,maniacale,0,1,0,0,0,0,0,0,0,0
manicure,manicure,0,0,0,0,0,0,0,0,0,0
manifest,manifesto,0,0,0,0,0,0,0,0,0,0
manifestation,manifestazione,0,0,0,0,0,1,0,0,0,0
manifested,manifestato,1,0,0,0,0,0,0,0,0,0
manifestly,manifestamente,0,0,0,0,0,0,0,0,0,0
manifesto,manifesto,0,0,0,0,0,0,0,0,0,0
manifold,molteplice,0,0,0,0,0,0,0,0,0,0
manipulate,manipolare,0,1,0,0,0,0,0,0,0,0
manipulation,manipolazione,0,1,1,0,0,1,0,0,0,0
mankind,umanità,0,0,0,0,0,0,0,0,0,0
manly,virile,1,0,0,0,0,0,0,0,0,0
manna,manna,1,0,0,0,0,0,0,0,0,0
manner,maniera,0,0,0,0,0,0,0,0,0,0
mannered,manierato,1,0,0,0,0,0,0,0,0,0
manners,maniere,1,0,0,0,0,0,0,0,0,0
manor,proprietà terriera,0,0,0,0,0,0,0,0,0,0
mansion,dimora,0,0,0,0,0,0,0,0,0,0
manslaughter,omicidio colposo,0,1,1,0,1,1,0,1,1,0
mantle,mantello,0,0,0,0,0,0,0,0,0,0
manual,Manuale,0,0,0,0,0,0,0,0,0,1
manufacture,produzione,0,0,0,0,0,0,0,0,0,0
manufacturer,fabbricante,1,0,0,0,0,0,0,0,0,0
manure,letame,0,1,0,0,1,0,0,0,0,0
manuscript,manoscritto,0,0,0,0,0,0,0,0,0,0
map,carta geografica,0,0,0,0,0,0,0,0,0,0
mar,mar,0,1,0,0,0,0,0,0,0,0
marble,marmo,0,0,0,0,0,0,0,0,0,0
marbled,marmorizzato,0,0,0,0,0,0,0,0,0,0
marbles,marmi,0,0,0,0,0,0,0,0,0,0
march,marzo,1,0,0,0,0,0,0,0,0,0
mare,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
margin,margine,0,1,0,0,0,0,0,1,0,0
marginal,marginale,0,0,0,0,0,0,0,0,0,0
marijuana,marijuana,0,0,0,0,0,0,0,0,0,0
marine,marino,0,0,0,0,0,0,0,0,0,1
mariner,marinaio,0,0,0,0,0,0,0,0,0,0
maritime,marittimo,0,0,0,0,0,0,0,0,0,0
mark,marchio,0,0,0,0,0,0,0,0,0,0
marked,segnato,1,0,0,0,0,0,0,0,0,0
market,mercato,0,0,0,0,0,0,0,0,0,0
marketable,vendibile,1,0,0,0,0,0,0,0,0,0
marketplace,mercato,0,0,0,0,0,0,0,0,0,0
marks,votazione,0,0,0,0,0,0,0,0,0,0
marl,marna,0,0,0,0,0,0,0,0,0,0
marmalade,marmellata,0,0,0,0,0,0,0,0,0,0
maroon,marrone,0,1,0,0,0,0,0,0,0,0
marquee,tendone,0,0,0,0,0,0,0,0,0,0
marquis,marchese,1,0,0,0,0,0,0,0,0,0
marriage,matrimonio,1,0,0,1,0,0,1,0,0,1
married,sposato,0,0,0,0,0,0,0,0,0,0
marrow,midollo,1,0,0,0,0,0,1,0,0,1
marry,sposare,1,0,0,1,0,1,1,0,1,1
marsh,palude,0,0,0,0,0,0,0,0,0,0
marshal,maresciallo,1,0,0,0,0,0,0,0,0,1
mart,mercato,0,0,0,0,0,0,0,0,0,0
martial,marziale,0,0,1,0,0,0,0,0,0,0
martingale,martingala,0,1,0,0,0,0,0,0,0,0
martyr,martire,0,1,0,0,0,1,0,1,0,0
martyrdom,martirio,0,1,0,0,0,1,0,1,0,0
marvel,meraviglia,1,0,0,0,0,0,0,0,1,0
marvelous,meravigliosa,1,0,0,0,0,0,1,0,0,0
marvelously,meravigliosamente,1,0,0,0,0,0,1,0,0,0
masculine,maschile,1,0,0,0,0,0,0,0,0,0
masculinity,mascolinità,0,0,0,0,0,0,0,0,0,0
mash,triturare,0,0,0,0,0,0,0,0,0,0
mask,maschera,0,0,0,0,0,0,0,0,0,0
masochism,masochismo,0,1,1,0,1,1,0,0,0,0
mason,muratore,0,0,0,0,0,0,0,0,0,0
masquerade,mascherata,0,0,0,0,0,0,0,0,0,0
mass,massa,0,0,0,0,0,0,0,0,0,0
massacre,massacro,0,1,1,0,1,1,0,1,0,0
massage,massaggio,1,0,0,0,0,0,1,0,0,0
massive,massiccio,0,0,0,0,0,0,0,0,0,0
master,maestro,1,0,0,0,0,0,0,0,0,0
mastermind,mente,0,0,0,0,0,0,0,0,0,0
masterpiece,capolavoro,1,0,0,0,0,0,1,0,0,0
mastery,padronanza,1,0,1,0,0,0,1,0,0,1
masturbate,masturbarsi,0,0,0,0,0,0,0,0,0,0
masturbation,masturbazione,0,0,0,0,0,0,0,0,0,0
mat,stuoia,0,0,0,0,0,0,0,0,0,0
match,incontro,0,0,0,0,0,0,0,0,0,0
matching,accoppiamento,0,0,0,0,0,0,0,0,0,0
matchmaker,paraninfo,0,0,0,1,0,0,0,0,0,0
mate,compagno,1,0,0,0,0,0,0,0,0,1
material,Materiale,0,0,0,0,0,0,0,0,0,0
materialism,materialismo,0,1,0,0,0,0,0,0,0,0
materialist,materialista,0,1,0,0,1,0,0,0,0,0
materialistic,materialistico,0,0,0,0,0,0,0,0,0,0
materiality,materialità,0,0,0,0,0,0,0,0,0,0
materialize,materializzarsi,0,0,0,0,0,0,0,0,0,0
materially,materialmente,0,0,0,0,0,0,0,0,0,0
materials,materiale,0,0,0,0,0,0,0,0,0,0
materiel,materiale,0,0,0,0,0,0,0,0,0,0
maternal,materno,1,1,0,1,0,0,0,0,0,0
maternity,maternità,0,0,0,0,0,0,0,0,0,0
mathematical,matematico,0,0,0,0,0,0,0,0,0,1
mathematician,matematico,0,0,0,0,0,0,0,0,0,0
mathematics,matematica,0,0,0,0,0,0,0,0,0,0
matriculation,immatricolazione,0,0,0,0,0,0,0,0,0,0
matrimony,matrimonio,1,0,0,1,0,0,1,0,0,1
matrix,matrice,0,0,0,0,0,0,0,0,0,0
matron,matrona,1,0,0,0,0,0,0,0,0,1
matted,ingarbugliato,0,0,0,0,0,0,0,0,0,0
matter,importa,0,0,0,0,0,0,0,0,0,0
matting,stuoia,0,0,0,0,0,0,0,0,0,0
mattress,materasso,0,0,0,0,0,0,0,0,0,0
maturation,maturazione,0,0,0,0,0,0,0,0,0,0
maturity,scadenza,0,0,0,0,0,0,0,0,0,0
mausoleum,mausoleo,0,0,0,0,0,0,0,1,0,0
mauve,malva,0,0,0,0,0,0,0,0,0,0
maxim,massima,0,0,0,0,0,0,0,0,0,1
maximum,massimo,1,0,0,0,0,0,0,0,0,0
mayor,Sindaco,1,0,0,0,0,0,0,0,0,0
maze,labirinto,0,0,0,0,0,0,0,0,0,0
mead,prateria,0,0,0,0,0,0,0,0,0,0
meadow,prato,1,0,0,0,0,0,0,0,0,0
meal,pasto,0,0,0,0,0,0,0,0,0,0
meander,meandro,0,0,0,0,0,0,0,0,0,0
meandering,meandri,0,1,0,0,0,0,0,0,0,0
meaning,senso,0,0,0,0,0,0,0,0,0,0
meaningless,senza senso,0,1,0,0,0,0,0,1,0,0
means,si intende,0,0,0,0,0,0,0,0,0,0
meantime,intanto,0,0,0,0,0,0,0,0,0,0
measles,morbillo,0,1,0,0,1,1,0,1,0,0
measurable,misurabile,0,0,0,0,0,0,0,0,0,0
measure,misurare,0,0,0,0,0,0,0,0,0,1
measured,misurato,1,0,0,0,0,0,0,0,0,1
measurement,misurazione,0,0,0,0,0,0,0,0,0,0
measuring,misurazione,0,0,0,0,0,0,0,0,0,0
meat,carne,0,0,0,0,0,0,0,0,0,0
mechanic,meccanico,0,0,0,0,0,0,0,0,0,0
mechanical,meccanico,0,0,0,0,0,0,0,0,0,0
mechanism,meccanismo,0,0,0,0,0,0,0,0,0,0
medal,medaglia,1,0,0,1,0,0,1,0,1,1
medallion,medaglione,0,0,0,0,0,0,0,0,0,0
medallist,medaglia,0,0,0,0,0,0,0,0,0,0
meddle,immischiarsi,0,1,1,0,0,0,0,0,0,0
meddling,ingerenza,0,0,0,0,0,0,0,0,0,0
media,media,0,0,0,0,0,0,0,0,0,0
medial,mediano,0,0,0,0,0,0,0,0,0,0
median,mediano,0,0,0,0,0,0,0,0,0,0
mediate,mediare,1,0,0,1,0,0,0,0,0,1
mediation,mediazione,1,0,0,0,0,0,0,0,0,0
mediator,mediatore,1,0,0,1,0,0,0,0,0,1
medical,medico,1,0,0,1,0,1,0,0,0,1
medicinal,medicinale,0,0,0,0,0,0,0,0,0,0
medicine,medicina,0,0,0,0,0,0,0,0,0,0
medieval,medievale,0,0,0,0,0,0,0,0,0,0
mediocre,mediocre,0,1,0,0,0,0,0,0,0,0
mediocrity,mediocrità,0,1,0,0,0,0,0,0,0,0
meditate,NO TRANSLATION,1,0,0,1,0,0,1,0,0,1
meditation,meditazione,0,0,0,0,0,0,0,0,0,0
meditative,meditativo,0,0,0,0,0,0,0,0,0,0
mediterranean,mediterraneo,1,0,0,0,0,0,0,0,0,0
medium,medio,0,0,0,0,0,0,0,0,0,0
medley,miscuglio,1,0,0,0,0,0,0,0,0,0
meek,mite,0,0,0,0,0,0,0,1,0,0
meet,incontrare,0,0,0,0,0,0,0,0,0,0
meeting,incontro,0,0,0,0,0,0,0,0,0,0
melancholic,malinconica,0,1,0,0,0,0,0,1,0,0
melancholy,malinconia,0,1,0,0,0,0,0,1,0,0
melee,mischia,0,1,0,0,0,1,0,0,0,0
melodious,melodioso,0,0,0,0,0,0,0,0,0,0
melodrama,melodramma,0,1,1,0,0,0,0,1,0,0
melodramatic,melodrammatico,0,0,0,0,0,0,0,0,0,0
melody,melodia,0,0,0,0,0,0,0,0,0,0
melt,fusione,0,0,0,0,0,0,0,0,0,0
meltdown,meltdown,0,1,0,0,0,0,0,1,0,0
melting,fusione,0,0,0,0,0,0,0,0,0,0
member,membro,0,0,0,0,0,0,0,0,0,0
membrane,membrana,0,0,0,0,0,0,0,0,0,0
memento,oggetto ricordo,1,0,0,0,0,0,0,0,0,0
memo,promemoria,0,0,0,0,0,0,0,0,0,0
memoir,memorie,0,0,0,0,0,0,0,0,0,0
memorabilia,memorabilia,0,0,0,0,0,0,0,0,0,0
memorable,memorabile,1,0,0,0,0,0,1,0,1,1
memorandum,memorandum,0,0,0,0,0,0,0,0,0,0
memorial,memoriale,0,0,0,0,0,0,0,0,0,0
memorials,memoriali,0,0,0,0,0,0,0,1,0,0
memorize,imparare a memoria,0,0,0,0,0,0,0,0,0,0
memory,memoria,0,0,0,0,0,0,0,0,0,0
menace,minaccia,0,1,1,0,0,1,0,0,0,0
menacing,minaccioso,0,1,1,0,0,1,0,0,0,0
menagerie,serraglio,0,0,0,0,0,0,0,0,0,0
mend,riparare,0,0,0,0,0,0,0,0,0,0
mending,rammendo,1,0,0,0,0,0,0,0,0,0
menial,servile,0,1,0,0,0,0,0,0,0,0
meniscus,menisco,0,0,0,0,0,0,0,0,0,0
menses,mestruazioni,1,0,0,0,0,0,0,0,0,0
menstrual,mestruale,0,0,0,0,0,0,0,0,0,0
mental,mentale,0,0,0,0,0,0,0,0,0,0
mention,citare,0,0,0,0,0,0,0,0,0,0
mentor,mentore,1,0,0,0,0,0,0,0,0,1
menu,menu,0,0,0,0,0,0,0,0,0,0
meow,Miao,0,0,0,0,0,0,0,0,0,0
mercantile,mercantile,0,0,0,0,0,0,0,0,0,0
mercenary,mercenario,0,1,0,0,0,1,0,0,0,0
merchandise,merce,0,0,0,0,0,0,0,0,0,0
merchant,mercante,0,0,0,0,0,0,0,0,0,1
merciful,misericordioso,1,0,0,0,0,0,0,0,0,0
merciless,spietato,0,1,0,0,0,1,0,0,0,0
mercurial,mutevole,0,0,0,0,0,0,0,0,0,0
mercy,misericordia,1,0,0,0,0,0,0,0,0,0
mere,semplice,0,0,0,0,0,0,0,0,0,0
merge,fondersi,1,0,0,1,0,0,0,0,0,0
meridian,meridiano,0,0,0,0,0,0,0,0,0,0
meridional,meridionale,0,0,0,0,0,0,0,0,0,0
merit,merito,1,0,0,0,0,0,0,0,0,1
meritorious,meritorio,1,0,0,0,0,0,1,0,0,1
mermaid,sirena,0,0,0,0,0,0,0,0,0,0
merriment,allegria,1,0,0,0,0,0,1,0,1,0
merry,allegro,1,0,0,0,0,0,1,0,0,0
mesa,mesa,0,0,0,0,0,0,0,0,0,0
mesh,maglia,0,0,0,0,0,0,0,0,0,0
meshes,maglie,0,0,0,0,0,0,0,0,0,0
mesmerized,ipnotizzato,0,0,0,0,0,0,0,0,0,0
mess,pasticcio,0,1,0,0,1,0,0,0,0,0
message,Messaggio,0,0,0,0,0,0,0,0,0,0
messenger,messaggero,0,0,0,0,0,0,0,0,0,1
messy,disordinato,0,1,0,0,1,0,0,0,0,0
metabolism,metabolismo,0,0,0,0,0,0,0,0,0,0
metal,metallo,0,0,0,0,0,0,0,0,0,0
metallurgy,metallurgia,0,0,0,0,0,0,0,0,0,0
metamorphosis,metamorfosi,0,0,0,0,0,0,0,0,0,0
metaphor,metafora,0,0,0,0,0,0,0,0,0,0
metaphorical,traslato,0,0,0,0,0,0,0,0,0,0
metaphysical,metafisico,0,0,0,0,0,0,0,0,0,0
metaphysics,metafisica,0,0,0,0,0,0,0,0,0,0
metastasis,metastasi,0,1,0,0,0,0,0,0,0,0
meteor,meteora,0,0,0,0,0,0,0,0,0,0
meteoric,meteorico,0,0,0,0,0,0,0,0,0,0
meteorite,meteorite,0,0,0,0,0,0,0,0,0,0
meteorological,meteorologico,0,0,0,0,0,0,0,0,0,0
meteorology,meteorologia,0,0,0,0,0,0,0,0,0,0
meter,metro,0,0,0,0,0,0,0,0,0,0
methanol,metanolo,0,1,0,0,0,0,0,0,0,0
method,metodo,0,0,0,0,0,0,0,0,0,0
methodical,metodico,0,0,0,0,0,0,0,0,0,0
meticulous,meticoloso,0,0,0,0,0,0,0,0,0,0
metric,metrico,0,0,0,0,0,0,0,0,0,0
metrical,metrico,0,0,0,0,0,0,0,0,0,0
metrology,metrologia,0,0,0,0,0,0,0,0,0,0
metropolis,metropoli,0,0,0,0,0,0,0,0,0,0
metropolitan,metropolitano,1,0,0,0,0,0,0,0,0,0
mettle,coraggio,1,0,0,0,0,0,0,0,0,0
mew,miagolare,0,0,0,0,0,0,0,0,0,0
mica,mica,0,0,0,0,0,0,0,0,0,0
mick,mick,0,0,0,0,0,0,0,0,0,0
microbe,microbo,0,0,0,0,0,0,0,0,0,0
microbiology,microbiologia,0,0,0,0,0,0,0,0,0,0
microcosm,microcosmo,0,0,0,0,0,0,0,0,0,0
microgram,microgrammo,0,0,0,0,0,0,0,0,0,0
micrometer,micrometro,0,0,0,0,0,0,0,0,0,0
micron,micron,0,0,0,0,0,0,0,0,0,0
microphone,microfono,0,0,0,0,0,0,0,0,0,0
microscope,microscopio,0,0,0,0,0,0,0,0,0,1
microscopic,microscopico,0,0,0,0,0,0,0,0,0,0
microscopically,microscopicamente,0,0,0,0,0,0,0,0,0,0
microscopy,microscopia,1,0,0,0,0,0,0,0,0,0
mid,medio,0,0,0,0,0,0,0,0,0,0
midday,mezzogiorno,0,0,0,0,0,0,0,0,0,0
middle,mezzo,0,0,0,0,0,0,0,0,0,0
middleman,intermediario,0,0,0,0,0,0,0,0,0,0
midland,midland,0,0,0,0,0,0,0,0,0,0
midnight,mezzanotte,0,0,0,0,0,0,0,0,0,0
midst,mezzo,0,0,0,0,0,0,0,0,0,0
midsummer,mezza estate,0,0,0,0,0,0,0,0,0,0
midway,a metà strada,0,0,0,0,0,0,0,0,0,0
midwife,ostetrica,1,1,0,1,0,0,1,0,0,1
midwifery,ostetricia,1,0,0,0,0,0,0,0,0,0
mien,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
mighty,potente,1,0,1,0,0,1,1,0,0,1
migrate,migrare,0,0,0,0,0,0,0,0,0,0
migration,migrazione,0,0,0,0,0,0,0,0,0,0
migratory,migratorio,0,0,0,0,0,0,0,0,0,0
mike,Mike,0,0,0,0,0,0,0,0,0,0
mildew,muffa,0,1,0,0,1,0,0,0,0,0
mile,miglio,0,0,0,0,0,0,0,0,0,0
mileage,chilometraggio,0,0,0,0,0,0,0,0,0,0
milestone,pietra miliare,0,0,0,0,0,0,0,0,0,0
militant,militante,0,0,0,0,0,0,0,0,0,0
military,militare,0,0,0,0,0,1,0,0,0,0
militia,milizia,0,1,1,0,0,1,0,1,0,0
milk,latte,0,0,0,0,0,0,0,0,0,0
milky,latteo,0,0,0,0,0,0,0,0,0,0
mill,mulino,0,0,0,1,0,0,0,0,0,0
millennium,millennio,0,0,0,0,0,0,0,0,0,0
milligram,milligrammo,0,0,0,0,0,0,0,0,0,0
millimeter,millimetro,0,0,0,0,0,0,0,0,0,0
million,milione,0,0,0,0,0,0,0,0,0,0
millionaire,milionario,0,0,0,0,0,0,0,0,0,0
mime,mimo,1,0,0,0,0,0,0,0,0,0
mimic,imitare,0,0,0,0,0,0,0,0,0,0
mimicking,mimando,0,0,0,0,0,0,0,0,0,0
mimicry,mimica,0,1,0,0,0,0,0,0,1,0
mind,mente,0,0,0,0,0,0,0,0,0,0
minded,disposto,0,0,0,0,0,0,0,0,0,0
mindful,memore,1,0,0,0,0,0,0,0,0,0
mindfulness,consapevolezza,1,0,0,0,0,0,0,0,0,0
mine,il mio,0,0,0,0,0,0,0,0,0,0
miner,minatore,0,0,0,0,0,0,0,0,0,0
mineral,minerale,0,0,0,0,0,0,0,0,0,0
mineralogy,mineralogia,0,0,0,0,0,0,0,0,0,0
mingle,mescolarsi,0,0,0,0,0,0,0,0,0,0
mingled,mescolato,0,0,0,0,0,0,0,0,0,0
miniature,miniatura,0,0,0,0,0,0,0,0,0,0
minibus,pulmino,0,0,0,0,0,0,0,0,0,0
minim,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
minimize,minimizzare,0,1,0,0,0,0,0,0,0,0
minimum,minimo,0,1,0,0,0,0,0,0,0,0
minister,ministro,0,0,0,0,0,0,0,0,0,0
ministerial,ministeriale,0,0,0,0,0,0,0,0,0,0
ministry,ministero,1,0,0,0,0,0,1,0,0,1
minivan,minivan,0,0,0,0,0,0,0,0,0,0
minnow,pesciolino,0,0,0,0,0,0,0,0,0,0
minor,minore,0,0,0,0,0,0,0,0,0,0
minority,minoranza,0,1,0,0,0,0,0,0,0,0
minstrel,menestrello,0,0,0,0,0,0,0,0,0,0
mint,menta,0,0,0,0,0,0,0,0,0,0
minuscule,minuscolo,0,0,0,0,0,0,0,0,0,0
minute,minuto,0,0,0,0,0,0,0,0,0,0
minutiae,minuzie,0,0,0,0,0,0,0,0,0,0
mir,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
miracle,miracolo,1,0,0,1,0,0,1,0,1,1
miraculous,miracoloso,1,0,0,0,0,0,1,0,1,0
mirage,miraggio,0,0,0,0,0,0,0,0,0,0
mire,NO TRANSLATION,0,1,0,0,1,0,0,0,0,0
mirror,specchio,0,0,0,0,0,0,0,0,0,0
mirth,allegria,1,0,0,0,0,0,1,0,0,0
misappropriation,appropriazione indebita,0,0,0,0,0,0,0,0,0,0
misbehavior,cattiva condotta,0,1,1,0,1,0,0,0,1,0
miscarriage,aborto spontaneo,0,1,0,0,0,1,0,1,0,0
miscellaneous,miscellaneo,0,0,0,0,0,0,0,0,0,0
miscellany,miscellanea,0,0,0,0,0,0,0,0,0,0
mischief,dispetto,0,1,0,0,0,0,0,0,0,0
mischievous,malizioso,0,1,0,0,0,0,0,0,0,0
misconception,idea sbagliata,0,1,1,0,1,1,0,0,0,0
misconduct,cattiva condotta,0,1,0,0,1,0,0,0,0,0
misdemeanor,infrazione,0,0,0,0,0,0,0,0,0,0
miserable,miserabile,0,1,1,0,1,0,0,1,0,0
miserably,miserabilmente,0,1,0,0,0,0,0,1,0,0
misery,miseria,0,1,1,0,1,1,0,1,0,0
misfortune,sventura,0,1,0,0,0,1,0,1,0,0
misguided,fuorviato,0,1,0,0,1,0,0,0,0,0
mishap,disavventura,0,1,0,0,1,1,0,1,1,0
misinformed,disinformato,0,0,0,0,0,0,0,0,0,0
misinterpretation,disinterpretazione,0,1,0,0,0,0,0,0,0,0
mislead,indurre in errore,0,1,1,0,0,1,0,0,0,1
misleading,ingannevole,0,1,1,0,1,0,0,0,0,0
mismanagement,cattiva gestione,0,1,0,0,0,0,0,0,0,0
mismatch,mancata corrispondenza,0,1,0,0,0,0,0,0,0,0
mismatched,non corrispondenti,0,0,0,0,0,0,0,0,0,0
misnomer,nome sbagliato,0,1,0,0,0,0,0,0,0,0
misplace,misplace,0,1,1,0,1,0,0,0,0,0
misplaced,fuori luogo,0,1,0,0,0,0,0,0,0,0
misrepresent,travisare,0,1,0,0,0,0,0,0,0,0
misrepresentation,travisamento,0,1,0,0,0,0,0,1,0,0
misrepresented,Misrepresented,0,1,1,0,0,0,0,0,0,0
miss,Perdere,0,0,0,0,0,0,0,0,0,0
missile,missile,0,0,0,0,0,1,0,0,0,0
missing,mancante,0,1,0,0,0,1,0,1,0,0
mission,missione,0,0,0,0,0,0,0,0,0,0
missionary,missionario,1,0,0,0,0,0,0,0,0,0
misstatement,errata,0,1,1,0,1,0,0,0,0,0
mist,nebbia,0,0,0,0,0,0,0,0,0,0
mistake,sbaglio,0,1,0,0,0,0,0,1,0,0
mistaken,sbagliato,0,1,0,0,0,1,0,0,0,0
mister,signore,0,0,0,0,0,0,0,0,0,0
mistress,padrona,0,1,1,0,1,0,0,0,0,0
mistrust,NO TRANSLATION,0,1,0,0,1,1,0,0,0,0
misty,nebbioso,0,0,0,0,0,0,0,0,0,0
misunderstand,fraintendere,0,1,0,0,0,0,0,0,0,0
misunderstanding,malinteso,0,1,1,0,0,0,0,1,0,0
misuse,abuso,0,1,0,0,0,0,0,0,0,0
mite,acaro,0,1,0,0,1,0,0,0,0,0
miter,mitra,0,0,0,0,0,0,0,0,0,0
mitigation,attenuazione,0,0,0,0,0,0,0,0,0,0
mix,mescolare,0,0,0,0,0,0,0,0,0,0
mixed,misto,0,0,0,0,0,0,0,0,0,0
mixture,miscela,0,0,0,0,0,0,0,0,0,0
moan,gemito,0,0,0,0,0,1,0,1,0,0
moat,fossato,0,0,0,0,0,0,0,0,0,1
mob,mob,0,1,1,0,0,1,0,0,0,0
mobile,mobile,0,0,0,1,0,0,0,0,0,0
mobility,mobilità,0,0,0,0,0,0,0,0,0,0
mobilization,mobilitazione,0,0,0,0,0,0,0,0,0,0
